Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
2010170S11510,2,1,3,2,62,9,3,0,0,0,0,-1,9,1
201037L018771,1,1,1,2,33,9,3,4,0,0,0,-1,9,1
201050DE2V011,2,1,1,2,26,8,3,0,3,0,0,-1,1,1
201037G029961,2,1,1,1,31,6,3,0,0,0,0,-1,0,1
201050EL2J009,2,1,3,1,31,7,3,0,2,0,0,-1,9,1
201050GP2I018,1,1,3,2,38,6,3,5,0,0,0,-1,1,-1
201050FT2M018,2,2,2,1,75,7,3,0,4,0,0,-1,0,-1
201043N166090,1,1,1,2,75,7,3,0,0,0,0,-1,8,-1
2010400D02321,1,1,1,2,-1,3,3,0,3,0,0,-1,0,1
2010550D22100,1,1,1,1,30,11,3,0,0,0,0,-1,3,1
2010550C34862,1,1,1,2,39,6,3,4,0,0,0,-1,5,1
20104100T1159,1,2,1,2,75,-1,3,0,0,0,0,-1,11,1
201037B045135,1,1,3,2,31,6,3,0,0,0,3,-1,0,1
201043N130080,1,1,1,1,26,8,3,0,1,0,0,-1,3,1
201043W026030,1,1,3,1,20,6,3,0,0,0,0,-1,0,1
201043W093070,1,1,1,2,34,4,3,1,0,0,0,-1,3,-1
201001JI40403,1,1,1,2,59,6,3,0,0,0,0,-1,3,1
201037B045135,1,1,1,1,14,5,3,0,0,0,0,-1,5,1
201037G029961,2,2,1,2,50,9,3,5,3,0,0,-1,1,1
201037L018771,1,1,3,2,23,-1,3,0,0,0,0,-1,11,1
2010400D02321,1,1,2,2,61,9,3,0,0,0,0,-1,8,1
20104100T1159,1,1,2,2,13,-1,3,4,0,0,0,-1,1,-1
201043N130080,1,1,3,2,24,9,3,0,0,0,0,-1,11,1
201043N166090,1,1,1,1,54,6,3,0,0,0,0,-1,3,-1
201043W026030,1,2,2,1,26,10,3,0,0,0,0,-1,1,1
201043W093070,1,1,3,2,48,8,3,0,0,0,0,-1,1,1
201050DE2V011,2,2,1,2,34,2,3,0,0,0,0,-1,1,-1
201050EL2J009,2,4,3,2,29,6,3,0,1,0,0,-1,9,1
201050FT2M018,2,4,1,2,23,9,3,0,3,0,0,-1,0,1
201050GP2I018,1,1,1,1,-1,7,2,0,0,0,0,-1,11,-1
2010550C34862,1,1,3,2,38,6,3,0,0,0,0,-1,3,1
2010550D22100,1,1,2,1,41,6,3,0,0,0,0,-1,1,1
201060L185046,1,1,1,2,31,5,3,6,3,0,0,-1,1,1
201001JI40403,1,2,1,2,22,6,2,0,0,0,0,-1,9,-1
201001YR90300,1,1,1,1,6,8,3,1,3,0,0,-1,1,1
201004AN10079,1,4,1,1,-1,7,3,0,0,0,0,-1,11,-1
201004BA10023,1,1,1,2,49,7,3,0,0,0,1,-1,9,1
201004FL10063,2,4,2,2,26,7,2,0,0,0,0,-1,0,1
201037G030704,2,1,2,1,26,5,3,0,0,1,0,-1,9,1
2010550C15598,1,1,3,2,62,6,3,0,0,0,4,-1,0,1
201043N089030,2,1,1,1,33,-1,3,0,0,0,0,-1,0,1
201050JT2N001,2,1,3,1,58,6,3,4,0,0,0,-1,3,1
201043S060040,1,1,3,2,21,4,3,0,0,0,0,-1,1,1
201037G030704,2,1,1,1,38,7,3,5,0,2,0,-1,9,3
201043N089030,2,1,3,1,20,-1,3,0,0,0,0,-1,9,1
201043S060040,1,1,1,1,20,10,3,7,0,0,0,-1,5,1
201050JT2N001,2,1,1,2,39,4,3,0,0,0,0,-1,9,1
2010550C15598,1,1,3,2,37,9,3,6,3,0,0,-1,0,1
201001TX20006,1,1,1,1,86,6,3,4,0,0,2,-1,0,-1
201001WW50721,2,1,3,1,35,4,3,1,0,0,0,-1,1,1
201004DL10133,2,2,1,1,68,9,3,5,0,0,0,-1,11,1
201014C024010,2,1,2,2,75,6,3,0,0,0,0,-1,0,-1
201014C112010,1,2,3,2,33,7,3,10,0,0,0,-1,0,1
201032D169410,1,1,1,2,52,6,3,0,0,0,0,-1,4,-1
2010550C49605,2,1,3,1,14,-1,3,5,3,0,0,-1,9,1
2010550C49605,2,1,3,1,28,8,3,0,1,0,0,-1,0,1
201030D000911,2,1,1,1,49,7,3,1,0,0,0,-1,0,1
201020E006211,1,1,1,2,39,6,3,0,0,0,0,-1,11,1
201045RU55637,1,1,1,1,45,9,3,0,0,1,0,-1,1,1
201045RE49462,2,1,1,1,35,10,3,0,0,0,3,-1,0,1
201001KD50550,1,1,3,1,20,5,3,0,0,0,0,-1,3,1
201045RE49462,2,1,3,1,49,8,3,0,0,0,0,-1,1,-1
201045RU55637,1,1,3,1,24,6,3,4,1,0,0,-1,9,1
201001KD50550,1,1,1,1,43,9,3,0,3,0,4,-1,0,1
201014B116010,1,1,1,1,29,8,3,1,0,0,0,-1,9,1
2010170L30240,2,1,1,1,26,7,3,4,9,1,0,-1,1,1
20104100B0614,2,1,1,1,35,8,3,0,3,0,4,-1,0,1
20104100B0614,2,1,1,2,38,6,3,5,0,0,0,-1,1,1
20104100G0703,2,2,1,1,56,6,3,0,0,0,0,-1,9,1
20104100G0703,2,1,1,1,29,6,3,0,3,1,0,-1,3,1
2010160A01931,3,1,1,2,49,5,3,1,1,2,4,-1,1,-1
201042I024801,1,2,1,1,39,6,3,0,0,0,0,-1,0,1
201054ED42710,1,1,1,1,28,6,3,4,0,0,0,-1,0,-1
201042I024801,1,1,3,1,26,6,3,4,0,0,0,-1,0,1
201054ED42710,1,1,1,2,-1,7,3,6,0,0,0,-1,9,1
201050KE2C018,1,2,2,2,31,6,3,0,0,0,0,-1,5,1
201037L018196,1,1,2,1,22,10,3,0,1,1,0,-1,9,1
201037L018196,1,1,2,1,29,6,3,0,0,0,4,-1,11,-1
201050KE2C018,1,1,3,2,33,10,3,0,0,0,4,-1,3,-1
2010400D00413,2,1,1,1,29,6,3,1,0,0,0,-1,0,-1
201054EM08810,1,1,2,1,48,7,3,0,9,0,0,-1,11,-1
2010400D00413,2,1,2,1,24,6,3,0,0,0,0,-1,9,1
201054EM08810,1,1,1,1,25,7,3,0,0,0,0,-1,3,1
201037B044350,1,2,2,1,48,7,3,4,0,0,0,-1,9,1
201037B044350,1,2,3,2,36,6,3,0,0,0,0,-1,3,-1
201045EL56711,2,1,1,2,49,8,3,0,0,0,0,-1,2,1
20104100J0136,2,1,1,1,35,6,3,4,0,0,2,-1,5,1
201045SU51964,1,1,3,1,43,2,3,0,0,0,0,-1,0,1
2010400C01441,1,1,1,1,24,9,3,4,1,0,0,-1,9,1
201043N046050,1,1,2,1,26,6,3,5,0,0,0,-1,0,1
201054EN29810,1,1,1,1,26,7,3,5,0,0,0,-1,0,-1
20104100G0323,1,1,1,2,58,6,3,0,0,0,0,-1,11,1
201043P025010,1,2,3,1,39,5,3,10,0,0,0,-1,9,1
201050JS2F006,1,1,2,2,74,5,3,10,0,0,0,-1,3,1
201054EY43610,1,2,1,2,54,5,3,0,3,0,0,-1,1,1
201054EW24110,1,1,1,1,14,-1,3,1,0,0,0,-1,0,-1
201043N197100,1,1,1,2,13,8,3,0,0,0,0,-1,1,1
201050AC3D010,2,1,1,1,29,7,3,0,1,0,0,-1,9,1
201050CT2T003,1,2,3,1,43,7,3,0,0,0,3,-1,5,1
2010550C31459,1,1,1,1,-1,6,3,1,1,0,0,-1,3,1
201043N235020,2,1,1,2,23,6,3,0,1,0,0,-1,3,1
201054EV42910,1,1,1,1,26,-1,3,0,0,0,0,-1,2,1
20104100D0225,1,1,3,2,37,7,3,0,0,0,0,-1,5,1
201050BU2L004,1,2,3,2,35,9,3,0,0,0,0,-1,0,1
201043N035020,1,2,2,1,29,6,3,0,0,0,0,-1,5,-1
2010400C01441,1,1,3,2,19,7,3,0,0,0,0,-1,0,1
20104100D0225,1,1,1,1,26,10,3,0,3,0,0,-1,0,-1
20104100G0323,1,1,1,2,39,8,3,0,0,0,0,-1,3,1
20104100J0136,2,1,1,2,20,7,3,0,0,0,0,-1,0,-1
201043N035020,1,1,1,1,29,9,3,0,0,0,0,-1,8,1
201043N046050,1,1,1,2,59,5,3,0,0,0,0,-1,3,1
201043N197100,1,1,3,1,38,7,3,0,0,0,0,-1,3,1
201043N235020,2,1,1,2,26,6,3,0,2,0,0,-1,3,1
201043P025010,1,1,1,2,50,6,3,0,0,0,0,-1,9,1
201045EL56711,2,1,2,1,40,7,3,0,0,0,0,-1,5,-1
201045SU51964,1,1,2,1,36,5,3,0,0,0,0,-1,9,1
201050AC3D010,2,1,2,1,24,6,3,0,0,0,0,-1,1,1
201050BU2L004,1,1,1,1,31,7,3,5,0,0,0,-1,0,1
201050CT2T003,1,2,3,1,45,7,3,0,4,0,0,-1,9,1
201050JS2F006,1,1,3,1,34,-1,3,0,1,0,0,-1,9,1
201054EN29810,1,1,3,1,19,6,3,0,0,0,0,-1,0,1
201054EV42910,1,2,3,1,33,8,3,0,0,0,0,-1,5,1
201054EW24110,1,1,2,1,74,8,3,0,0,0,0,-1,9,-1
201054EY43610,1,1,1,2,58,5,3,6,0,0,0,-1,1,1
2010550C31459,1,1,3,2,47,3,3,4,0,0,0,-1,0,-1
201060L015059,1,1,1,1,36,3,3,0,4,0,0,-1,9,1
201060L071309,1,5,2,1,29,6,3,5,0,0,0,-1,1,1
201004AL10075,2,1,1,1,13,6,3,0,0,0,0,-1,9,1
201004AN10106,1,5,1,1,37,6,3,6,1,0,0,-1,9,1
201004CJ10020,1,2,2,1,-1,6,3,0,3,0,0,-1,5,1
201004CL10088,1,1,1,1,38,-1,3,5,0,0,0,-1,0,1
201005DD06758,1,1,3,1,35,6,3,0,1,0,0,-1,3,1
2010160B01481,1,1,1,2,24,7,3,0,0,0,0,-1,9,-1
201020E018812,1,1,1,1,36,7,3,0,9,0,0,-1,0,1
201020H009050,1,1,1,1,39,6,3,0,8,0,0,-1,9,-1
201022C000811,1,1,1,2,38,6,3,4,0,0,0,-1,3,1
201022E001629,1,1,1,1,54,10,3,5,3,0,0,-1,9,-1
20103102C1877,1,2,1,1,20,-1,3,5,0,0,0,-1,9,1
201032C022810,1,1,1,2,29,7,3,0,1,0,0,-1,11,1
201034NE31740,1,5,1,1,33,4,3,0,0,0,0,-1,9,1
201042I228007,2,1,2,1,26,6,3,0,0,0,0,-1,9,-1
201050EK2C007,1,1,3,2,26,5,3,0,0,0,0,-1,3,1
201043P055070,2,1,1,1,29,2,3,5,1,0,0,-1,1,-1
201050BT2C007,1,1,2,1,40,6,3,0,0,0,0,-1,9,-1
201050AP2M009,1,1,3,2,38,7,3,0,0,0,0,-1,2,-1
201043P187020,4,1,1,1,54,10,3,0,0,0,0,-1,3,-1
2010550C25312,1,1,1,1,23,2,3,0,0,0,0,-1,0,-1
201001SX21205,2,1,1,1,65,7,3,5,0,0,0,-1,3,1
201042I228007,2,1,1,1,59,7,3,4,8,0,0,-1,11,1
201043P055070,2,1,1,1,35,7,3,0,0,0,0,-1,0,1
201043P187020,4,1,1,2,43,6,3,0,0,0,2,-1,11,1
201050AP2M009,1,1,1,1,28,9,3,0,0,0,0,-1,11,-1
201050BT2C007,1,1,1,1,-1,5,3,0,0,0,0,-1,1,1
201050EK2C007,1,1,3,1,-1,3,3,0,1,0,0,-1,3,1
2010550C25312,1,1,2,2,23,6,3,0,0,0,0,-1,1,1
2010550D52251,1,4,1,1,40,7,3,6,0,0,4,-1,8,1
201060L063770,2,1,1,2,26,6,3,5,0,1,0,-1,2,1
201001SX21205,2,1,3,1,19,7,3,0,3,0,2,-1,9,1
201001TX20560,1,1,1,1,40,6,3,0,0,1,0,-1,9,-1
201005AA03258,1,1,3,1,48,8,3,0,0,0,0,-1,9,-1
201020J007510,2,1,1,1,28,5,3,0,1,0,1,-1,0,1
201022C003319,2,1,1,2,40,10,3,5,1,0,0,-1,3,-1
20105500C0158,1,1,1,1,39,7,3,0,1,0,0,-1,0,1
20105500C0158,1,1,1,1,59,9,3,0,1,0,0,-1,9,1
20104100G0658,1,1,1,1,37,6,3,0,0,0,4,-1,9,-1
20104100G0658,1,1,3,1,28,7,3,1,1,0,0,-1,0,1
201050GP2I011,2,1,3,1,54,5,3,0,3,0,0,-1,0,-1
201043P054100,1,1,3,1,52,6,3,0,0,0,0,-1,8,1
201054DW16710,1,1,1,1,29,2,3,5,0,0,0,-1,9,1
201037G030093,1,1,3,2,26,5,3,0,8,0,0,-1,3,1
201050KN3H005,1,1,1,1,49,8,3,0,0,0,4,-1,1,1
201001KG70189,2,1,3,2,6,5,3,0,0,0,0,-1,9,1
201037G030093,1,1,3,1,25,-1,3,0,0,0,0,-1,0,1
201043P054100,1,1,3,1,25,-1,3,1,0,0,0,-1,11,1
201050GP2I011,2,2,2,1,38,6,3,0,0,0,0,-1,0,1
201050KN3H005,1,5,3,2,21,5,3,0,0,0,0,-1,9,-1
201054DW16710,1,1,2,1,28,6,3,0,0,0,0,-1,1,1
201001KG70189,2,1,1,1,38,4,3,0,0,0,0,-1,9,1
201001ZD30230,1,1,1,1,42,5,3,1,0,0,0,-1,5,-1
201020J005000,1,1,3,2,33,5,2,0,9,0,0,-1,3,1
201011NI29430,2,5,3,1,13,5,3,0,0,0,0,-1,5,-1
2010400C01010,2,1,1,1,75,6,3,5,0,0,0,-1,3,1
201045WO50889,1,1,2,2,13,5,3,0,0,0,0,-1,0,1
201045WO55749,1,2,1,2,65,9,3,0,0,0,0,-1,1,1
201043R225120,1,2,2,1,26,6,3,0,3,0,0,-1,9,-1
201042I002501,1,1,1,1,13,5,2,6,0,0,0,-1,1,1
201050AH3S001,1,1,1,1,29,8,3,0,0,0,4,-1,3,1
201045WO57006,1,1,1,1,26,7,3,4,0,0,0,-1,0,1
201043P105070,1,1,1,2,13,7,3,4,0,0,2,-1,5,-1
201001KF60588,1,1,3,2,30,-1,3,5,3,0,0,-1,0,-1
2010400C01010,2,2,2,2,47,5,3,0,3,0,0,-1,0,-1
201042I002501,1,1,2,1,-1,6,3,0,0,0,3,-1,1,1
201043P105070,1,1,3,2,26,6,3,0,1,0,0,-1,5,-1
201043R225120,1,1,3,1,28,6,3,0,0,0,0,-1,1,3
201045WO50889,1,1,1,1,19,5,3,0,0,0,0,-1,3,-1
201045WO55749,1,1,2,1,23,6,3,0,9,0,0,-1,3,1
201045WO57006,1,2,1,1,49,6,3,0,0,0,0,-1,3,1
201050AH3S001,1,1,3,2,31,3,3,4,0,0,0,-1,1,1
201001KF60588,1,1,1,1,-1,7,3,0,0,0,0,-1,4,1
201001TW60300,1,2,1,1,35,9,3,0,1,0,0,-1,11,1
201001TX20287,2,1,1,1,23,9,3,0,0,0,0,-1,9,-1
201001XH30318,1,1,3,1,30,10,3,0,0,0,0,-1,0,1
201004FA10035,2,1,2,2,26,6,3,5,1,0,0,-1,3,1
201014A080610,2,2,1,1,37,7,3,0,3,0,0,-1,3,1
201014K016110,1,1,1,1,50,8,3,0,1,0,4,-1,1,1
2010160C01911,1,1,3,2,50,4,3,0,3,0,0,-1,1,1
20103102C2174,1,1,3,1,68,6,3,0,0,0,2,-1,5,1
201050KE2C020,1,1,1,1,36,11,3,0,1,0,4,-1,3,1
201050KE2C020,1,1,1,2,29,6,3,0,0,0,0,-1,5,1
2010160D06241,2,1,1,1,61,-1,3,5,0,0,0,-1,0,-1
201020J011012,1,2,3,1,26,5,3,0,0,0,4,-1,9,-1
201043R129120,1,2,1,1,25,8,3,0,3,0,4,-1,3,1
201050ED2A012,1,1,1,2,24,10,3,0,9,0,0,-1,5,1
201043R129120,1,1,1,2,48,8,3,0,0,0,0,-1,11,1
201050ED2A012,1,1,2,1,26,6,3,5,0,0,0,-1,5,1
20105500C0029,1,1,2,2,74,6,3,0,0,0,0,-1,9,1
20105500C0029,1,1,1,2,35,6,3,0,0,0,0,-1,5,1
201042I025901,4,1,1,1,25,5,3,0,0,0,0,-1,9,-1
201001RY10024,1,2,1,1,30,7,3,0,0,0,0,-1,9,1
201042I025901,4,1,1,1,61,6,3,0,0,0,0,-1,9,-1
201001RY10024,1,1,1,1,42,8,3,0,1,0,0,-1,5,-1
201014C065510,1,1,3,1,62,6,3,0,1,0,3,-1,1,-1
201014K198010,1,1,1,2,45,5,3,0,0,0,0,-1,5,1
201034WN33160,1,1,2,2,39,4,3,0,0,0,0,-1,3,1
201001SX21393,1,1,1,1,40,6,3,0,0,0,0,-1,9,-1
201034WN33160,1,1,1,2,33,5,3,0,0,0,0,-1,0,-1
201004EB10072,2,1,3,1,29,5,3,0,1,0,0,-1,1,-1
201042I240907,1,1,1,1,24,6,3,0,1,0,0,-1,1,1
201045SU50694,1,1,1,1,49,11,3,0,0,1,0,-1,1,1
201045MO51467,2,1,3,1,28,3,3,0,0,0,0,-1,9,1
201042I240907,1,2,3,1,23,-1,3,10,3,0,0,-1,0,1
201045MO51467,2,1,1,1,25,8,3,4,0,2,0,-1,0,1
201045SU50694,1,1,3,1,29,7,3,0,0,0,4,-1,0,1
2010160B01321,1,1,1,2,28,6,3,0,3,1,0,-1,11,1
2010160C06611,1,1,1,1,33,5,3,0,0,0,0,-1,9,1
201022F002830,1,1,1,1,14,6,3,6,0,0,0,-1,2,1
201022F004628,2,1,1,2,48,-1,3,0,0,0,0,-1,0,1
201050BE2H015,1,1,1,1,31,5,3,0,9,0,0,-1,0,1
201050ED2I009,2,1,3,1,33,7,3,0,0,0,0,-1,9,-1
201042I067703,2,1,1,1,26,10,3,0,0,0,0,-1,0,1
201054ES33510,4,1,1,1,37,6,3,4,0,0,0,-1,0,1
201050JN2A001,1,1,3,1,39,6,3,5,0,0,0,-1,0,1
20104100A0774,1,1,1,2,25,9,3,0,0,0,0,-1,5,1
201050JC3O004,1,1,2,1,33,3,3,0,3,0,0,-1,3,1
20104100F0393,1,1,1,1,28,6,3,0,0,0,0,-1,9,1
20104100E0323,1,1,3,1,33,6,3,4,0,0,0,-1,0,1
201043N270060,1,2,1,1,19,6,3,0,0,0,0,-1,3,1
20105500D1303,1,1,3,1,31,6,3,0,0,0,0,-1,9,1
201054EW01610,1,1,1,1,20,6,3,0,9,0,1,-1,5,1
201043R216050,1,1,3,1,-1,7,3,0,1,0,0,-1,0,1
201001CW11553,2,2,1,2,24,5,3,0,0,0,0,-1,1,-1
201001HT20545,1,1,3,2,47,-1,3,0,1,0,0,-1,8,-1
201001PL60281,1,1,3,1,34,7,3,0,0,0,0,-1,0,1
201001RG40672,2,1,1,1,42,6,3,0,3,0,0,-1,3,1
201001RY10213,1,1,1,1,54,7,3,0,0,0,0,-1,5,1
20104100A0774,1,1,1,2,35,5,3,0,9,2,0,-1,3,1
20104100E0323,1,1,1,2,59,10,3,0,3,0,0,-1,3,3
20104100F0393,1,1,3,1,43,7,3,0,0,1,0,-1,1,1
201042I067703,2,1,3,2,35,11,3,4,0,0,0,-1,0,1
201043N270060,1,1,3,2,20,8,3,0,0,0,0,-1,9,-1
201043R216050,1,4,1,1,29,7,3,4,0,0,4,-1,9,1
201050BE2H015,1,1,3,2,26,6,3,0,1,0,0,-1,9,1
201050ED2I009,2,1,3,1,-1,6,3,0,0,0,0,-1,11,-1
201050JC3O004,1,1,2,1,6,-1,3,5,3,0,0,-1,0,1
201050JN2A001,1,1,3,1,54,8,3,0,0,0,0,-1,5,-1
201054ES33510,4,2,2,2,6,6,3,0,0,0,4,-1,0,1
201054EW01610,1,1,1,1,36,6,3,5,0,0,0,-1,11,-1
20105500D1303,1,1,1,1,59,5,3,0,0,0,0,-1,11,1
201060L054976,1,1,1,1,28,8,3,0,3,0,0,-1,0,1
201001HT20545,1,1,2,1,33,6,2,0,0,0,0,-1,1,-1
201001PL60281,1,1,1,2,22,9,3,0,1,0,0,-1,3,1
201001RG40672,2,1,1,1,47,7,3,5,0,0,0,-1,1,1
201001RY10213,1,1,1,1,26,8,3,0,0,0,0,-1,9,1
201001TW60266,2,1,1,1,25,8,3,0,0,0,0,-1,1,-1
201001XD80304,2,1,1,1,54,-1,3,0,0,0,0,-1,0,1
201001XH30386,1,1,3,1,31,6,3,0,1,0,0,-1,0,-1
201001XH30657,1,1,1,1,38,5,3,0,0,0,0,-1,0,1
201001YR90394,2,2,1,1,48,6,2,0,0,0,0,-1,0,1
201004CM10035,1,1,1,1,68,6,3,0,0,0,0,-1,9,1
2010550D23337,1,1,1,1,29,5,3,0,1,0,0,-1,9,-1
201050FT2L016,1,1,3,1,26,5,3,0,3,0,0,-1,0,1
201050JO2J005,1,1,2,1,59,5,3,0,3,0,0,-1,9,1
201045WO54145,2,1,1,1,58,7,3,0,4,0,0,-1,0,-1
201042I194906,1,3,1,1,26,8,3,0,0,0,0,-1,9,1
20104100C0153,1,1,1,2,35,6,3,0,0,0,0,-1,11,-1
201042I331110,1,2,2,1,54,7,3,0,0,0,0,-1,1,1
20104100J0327,1,1,3,1,21,7,3,0,0,0,0,-1,5,-1
201043N216030,1,1,1,1,38,6,3,0,9,0,0,-1,9,3
201001TB00282,1,1,1,1,54,7,3,10,0,1,0,-1,0,1
20104100C0153,1,1,1,1,26,6,3,0,8,0,0,-1,1,-1
20104100J0327,1,2,1,2,26,9,3,0,3,0,0,-1,1,-1
201042I194906,1,1,2,1,29,-1,3,4,3,0,0,-1,9,1
201042I331110,1,1,3,1,56,4,3,0,0,0,0,-1,3,1
201043N216030,1,1,3,1,24,6,2,0,2,0,0,-1,9,-1
201045WO54145,2,1,2,1,26,6,3,0,1,0,0,-1,5,-1
201050FT2L016,1,2,1,1,37,6,3,4,0,0,0,-1,11,-1
201050JO2J005,1,1,2,1,59,6,3,0,0,0,0,-1,1,-1
2010550D23337,1,4,2,2,26,5,3,5,1,0,0,-1,0,1
201001TB00282,1,1,2,1,38,-1,3,0,1,0,4,-1,9,1
201001ZD30222,1,1,1,1,13,6,3,0,3,0,0,-1,5,1
201004BB10032,2,1,1,1,-1,-1,3,0,1,0,3,-1,9,-1
201004CK10034,1,1,1,1,6,7,3,0,0,0,0,-1,11,1
2010160B01431,2,1,1,1,13,7,3,0,0,0,4,-1,11,1
201022C003563,1,1,1,2,49,7,3,5,4,0,0,-1,4,1
201022F002426,1,1,1,1,68,-1,3,0,0,0,0,-1,1,1
201022G005131,1,1,3,2,75,6,3,0,0,0,0,-1,1,-1
201030D000209,2,4,1,1,21,10,3,0,0,0,4,-1,0,-1
2010400D03078,2,1,3,1,37,6,3,0,3,0,0,-1,9,-1
201042I319309,1,1,1,1,20,6,3,0,0,0,0,-1,0,-1
201045GU54128,2,1,2,2,43,7,3,4,0,0,0,-1,3,-1
201050ED2E005,1,1,1,1,39,7,3,1,0,0,0,-1,3,1
2010400D03078,2,1,1,2,25,6,3,1,1,0,0,-1,0,1
201042I319309,1,1,1,2,36,5,3,0,3,0,0,-1,0,1
201045GU54128,2,1,3,1,26,5,3,0,0,0,0,-1,1,1
201050ED2E005,1,2,3,1,24,8,3,4,0,1,0,-1,9,1
201001VK30285,2,1,2,1,25,-1,3,4,0,0,0,-1,0,-1
201001VK30386,1,1,1,2,29,6,3,0,0,0,4,-1,3,1
201005AA01580,2,1,1,2,45,6,3,0,0,0,0,-1,11,1
201006J029218,1,1,2,2,29,5,3,0,3,0,4,-1,9,1
201014A032810,2,1,1,1,54,6,2,0,0,0,0,-1,9,1
20103102A0787,1,1,3,2,28,5,3,0,0,0,0,-1,0,-1
201004DL10006,1,1,1,1,54,7,3,0,0,0,2,-1,0,-1
201020J010060,2,1,2,1,40,-1,3,0,3,0,0,-1,3,1
201037G030209,2,1,1,2,74,5,3,0,0,1,0,-1,1,1
201042I090703,1,2,1,1,24,5,3,0,0,0,0,-1,1,-1
201001PL60052,1,1,3,1,42,6,3,0,0,0,0,-1,11,-1
201037G030209,2,1,3,1,30,5,3,0,3,0,0,-1,3,1
201042I090703,1,1,1,1,13,7,3,0,0,0,0,-1,9,1
201001PL60052,1,1,3,1,62,3,3,0,0,0,0,-1,0,1
201001XD80222,1,1,1,1,25,8,3,0,0,0,0,-1,3,1
201020H007240,1,1,2,1,42,9,3,0,0,0,0,-1,9,1
201034NC30230,1,1,1,1,19,6,3,0,0,0,0,-1,0,-1
201045WA49830,1,1,2,1,41,10,3,0,3,0,0,-1,3,1
201050BL2K044,1,1,1,1,29,7,3,0,0,0,0,-1,9,-1
201043P286120,2,2,3,1,29,8,3,0,0,0,0,-1,0,1
20104100A0087,1,1,2,1,38,5,3,1,9,0,0,-1,9,-1
20104100A0087,1,1,2,1,23,7,3,0,0,0,0,-1,9,1
201043P286120,2,1,1,2,42,6,3,1,0,0,0,-1,0,-1
201045WA49830,1,1,1,2,38,5,3,0,0,0,0,-1,5,1
201050BL2K044,1,1,1,1,86,7,3,0,0,0,0,-1,0,1
201022F004807,1,2,3,2,35,6,3,0,0,0,0,-1,0,1
20103102B2617,1,2,2,1,39,4,3,0,0,0,0,-1,11,1
201045TA56378,1,2,1,1,49,6,3,0,3,0,0,-1,1,1
201045TA56378,1,1,3,2,35,6,3,0,3,0,0,-1,9,1
201054DE13210,1,1,1,1,19,9,3,0,0,0,0,-1,5,1
201054DE13210,1,1,1,1,75,10,3,0,0,1,0,-1,5,1
201006M030070,3,1,3,2,35,-1,3,0,0,0,0,-1,3,1
2010400D01325,1,1,1,2,28,6,3,0,0,0,0,-1,9,1
20105500C0922,2,1,3,1,9,8,3,1,1,0,0,-1,1,1
201050JS2K014,1,1,3,1,20,7,3,0,0,0,0,-1,1,1
201042I272008,1,1,1,1,23,9,3,0,0,0,0,-1,9,-1
201045EP50552,1,1,1,1,38,6,3,0,1,0,0,-1,0,-1
2010400B03080,1,1,1,1,9,10,3,0,0,0,0,-1,0,1
201037L018010,3,1,1,1,65,6,3,0,0,0,0,-1,9,1
20104100B0355,2,1,3,1,33,-1,3,4,1,0,0,-1,11,1
201050AP2E004,1,2,3,1,-1,6,3,0,0,0,0,-1,1,1
201050AC3C015,1,1,1,1,38,6,3,0,0,0,0,-1,11,1
20104100F0531,2,1,1,1,41,7,3,0,1,0,4,-1,0,-1
201050EK2D001,1,1,1,1,26,6,3,1,0,0,0,-1,1,-1
201043R049080,1,1,1,1,59,10,3,4,0,1,0,-1,11,1
2010400D03649,1,1,2,1,61,7,3,0,0,0,0,-1,1,-1
201050JN2J004,2,1,3,1,22,6,2,0,0,1,0,-1,3,1
201054DE13010,1,1,2,2,36,4,3,0,0,0,0,-1,0,-1
201001SX20516,1,2,1,1,-1,7,3,0,0,0,0,-1,0,1
201037L018010,3,1,1,1,42,5,3,5,0,0,0,-1,3,1
2010400B03080,1,1,1,2,30,7,3,0,3,0,0,-1,9,1
2010400D01325,1,1,3,1,43,7,3,0,0,0,0,-1,0,-1
2010400D03649,1,1,1,1,52,6,3,4,0,0,0,-1,8,-1
20104100B0355,2,1,1,2,29,2,3,0,0,0,0,-1,9,1
20104100F0531,2,1,3,2,75,5,3,0,0,0,0,-1,0,1
201042I272008,1,1,1,2,47,9,3,0,9,0,0,-1,3,1
201043R049080,1,1,1,2,35,6,3,5,3,0,0,-1,0,1
201045EP50552,1,1,3,1,40,6,3,0,1,0,4,-1,9,-1
201050AC3C015,1,1,1,1,29,-1,3,0,0,0,0,-1,9,1
201050AP2E004,1,1,2,2,38,5,3,0,0,0,0,-1,9,1
201050EK2D001,1,2,2,1,41,7,3,0,0,0,0,-1,9,1
201050JN2J004,2,1,1,2,14,7,3,0,0,0,0,-1,5,1
201050JS2K014,1,1,1,1,26,5,2,0,0,0,0,-1,5,1
201054DE13010,1,1,3,2,54,4,3,0,0,0,0,-1,0,-1
20105500C0922,2,1,3,1,38,10,3,0,0,1,0,-1,3,1
2010550D38555,1,1,1,1,54,8,3,0,0,0,4,-1,5,1
